255	275	10	4	0
256	11	140	4	1
256	76	160	4	1
256	3	110	4	1
256	1	155	4	1
257	279	85	4	0
257	218	135	4	1
257	128	95	4	1
257	134	125	4	1
258	224	115	4	1
258	223	125	4	1
258	206	25	4	0
258	25	155	4	1
259	139	145	4	1
259	66	60	4	0
259	106	25	4	0
259	111	80	4	0
260	213	75	4	0
260	251	140	4	1
260	90	120	4	1
260	176	110	4	1
261	209	20	4	0
261	139	85	4	0
261	248	20	4	0
261	133	130	4	1
262	225	90	4	1
262	212	155	4	1
262	24	20	4	0
262	27	120	4	1
263	138	25	4	0
263	217	165	4	1
263	10	120	4	1
263	247	160	4	1
264	242	155	4	1
264	193	100	4	1
264	121	120	4	1
264	277	35	4	0
265	240	30	4	0
265	90	30	4	0
265	63	160	4	1
265	138	60	4	0
266	140	40	4	0
266	26	5	4	0
266	283	65	4	0
266	296	65	4	0
267	68	140	4	1
267	24	135	4	1
267	156	35	4	0
267	133	130	4	1
268	9	90	4	1
268	250	120	4	1
268	130	40	4	0
268	225	155	4	1
269	221	30	4	0
269	133	10	4	0
269	260	55	4	0
269	246	80	4	0
270	189	1461	0	81
270	235	1459	0	81
270	184	1376	0	76
270	9	1557	0	86
271	33	1425	0	79
271	6	1526	0	84
271	29	1574	0	87
271	117	1398	0	77
272	256	1495	0	83
272	244	1444	0	80
272	250	1507	0	83
272	278	1427	0	79
273	9	1495	0	83
273	239	1477	0	82
273	36	1523	0	84
273	296	1505	0	83
274	126	1435	0	79
274	74	1374	0	76
274	242	1470	0	81
274	162	1485	0	82
275	131	1476	0	82
275	18	1594	0	88
275	129	1504	0	83
275	207	1377	0	76
276	123	1466	0	81
276	122	1604	0	89
276	14	1497	0	83
276	263	1448	0	80
277	213	1385	0	76
277	211	1572	0	87
277	170	1507	0	83
277	174	1376	0	76
278	145	1370	0	76
278	235	1445	0	80
278	131	1463	0	81
278	145	1616	0	89
279	34	1452	0	80
279	112	1463	0	81
279	280	1599	0	88
279	114	1381	0	76
280	203	1441	0	80
280	86	1455	0	80
280	141	1383	0	76
280	92	1386	0	77
281	7	1477	0	82
281	284	1486	0	82
281	177	1564	0	86
281	196	1560	0	86
282	65	1401	0	77
282	31	1611	0	89
282	200	1578	0	87
282	86	1501	0	83
283	141	1496	0	83
283	269	1549	0	86
283	119	1355	0	75
283	271	1537	0	85
284	259	1512	0	84
284	193	1408	0	78
284	187	1555	0	86
284	44	1526	0	84
285	124	1488	0	82
285	288	1432	0	79
285	33	1407	0	78
285	61	1604	0	89
286	92	1429	0	79
286	32	1508	0	83
286	73	1526	0	84
286	280	1591	0	88
287	109	1571	0	87
287	207	1495	0	83
287	258	1607	0	89
287	224	1525	0	84
288	22	1521	0	84
288	32	1378	0	76
288	184	1554	0	86
288	227	1520	0	84
289	219	1499	0	83
289	99	1610	0	89
289	171	1480	0	82
289	279	1375	0	76
290	151	1384	0	76
290	282	1446	0	80
290	14	1459	0	81
290	84	1531	0	85
291	153	1477	0	82
291	164	1436	0	79
291	224	1449	0	80
291	102	1593	0	88
292	65	1366	0	75
292	275	1524	0	84
292	238	1589	0	88
292	118	1403	0	77
293	212	1458	0	81
293	156	1616	0	89
293	64	1540	0	85
293	81	1563	0	86
294	197	1561	0	86
294	91	1573	0	87
294	270	1369	0	76
294	194	1482	0	82
295	25	1479	0	82
295	257	1447	0	80
295	69	1429	0	79
295	54	1462	0	81
296	46	1370	0	76
296	107	1449	0	80
296	219	1433	0	79
296	268	1611	0	89
297	201	1573	0	87
297	262	1541	0	85
297	165	1447	0	80
297	193	1547	0	85
298	1	1406	0	78
298	292	1365	0	75
298	194	1362	0	75
298	192	1363	0	75
299	170	1369	0	76
299	214	1592	0	88
299	259	1413	0	78
299	75	1475	0	81
300	36	1367	0	75
300	124	1610	0	89
300	111	1545	0	85
300	193	1435	0	79

VEHICLES: 1
70 180
